Genre,Year,Publisher,Global_Sales
Simulation,2013.0,Nintendo,5.15
Simulation,2013.0,Ubisoft,0.0
Simulation,2014.0,505 Games,0.0
Simulation,2014.0,Electronic Arts,2.97
Simulation,2014.0,Konami Digital Entertainment,0.0
Simulation,2014.0,Nintendo,0.4
Simulation,2014.0,Ubisoft,0.0
Simulation,2015.0,505 Games,0.0
Simulation,2015.0,Electronic Arts,0.25
Simulation,2015.0,Konami Digital Entertainment,0.0
Simulation,2015.0,Nintendo,2.98
Simulation,2015.0,Ubisoft,0.0
Simulation,2016.0,505 Games,0.0
Simulation,2016.0,Electronic Arts,0.0
Simulation,2016.0,Konami Digital Entertainment,0.0
Simulation,2016.0,Nintendo,0.02
Simulation,2016.0,Ubisoft,0.0
Sports,2007.0,Electronic Arts,30.24
Sports,2007.0,Konami Digital Entertainment,8.41
Sports,2007.0,Nintendo,25.63
Sports,2007.0,Sega,9.87
Sports,2007.0,Take-Two Interactive,6.26
Sports,2008.0,Electronic Arts,30.85
Sports,2008.0,Konami Digital Entertainment,12.21
Sports,2008.0,Nintendo,2.72
Sports,2008.0,Sega,13.51
Sports,2008.0,Take-Two Interactive,5.03
Sports,2009.0,Electronic Arts,34.97
Sports,2009.0,Konami Digital Entertainment,7.74
Sports,2009.0,Nintendo,56.67
Sports,2009.0,Sega,9.99
Sports,2009.0,Take-Two Interactive,5.93
Sports,2010.0,Electronic Arts,36.31
Sports,2010.0,Konami Digital Entertainment,7.01
Sports,2010.0,Nintendo,2.18
Sports,2010.0,Sega,2.39
Sports,2010.0,Take-Two Interactive,2.62
Sports,2011.0,Electronic Arts,24.22
Sports,2011.0,Konami Digital Entertainment,1.78
Sports,2011.0,Nintendo,0.0
Sports,2011.0,Sega,6.99
Sports,2011.0,Take-Two Interactive,8.3
Sports,2012.0,Electronic Arts,13.82
Sports,2012.0,Konami Digital Entertainment,2.97
Sports,2012.0,Nintendo,1.05
Sports,2012.0,Sega,3.65
Sports,2012.0,Take-Two Interactive,7.2
Sports,2013.0,Electronic Arts,26.82
Sports,2013.0,Konami Digital Entertainment,0.99
Sports,2013.0,Nintendo,1.69
Sports,2013.0,Sega,1.09
Sports,2013.0,Take-Two Interactive,9.66
Sports,2014.0,Electronic Arts,30.93
Sports,2014.0,Konami Digital Entertainment,2.34
Sports,2014.0,Nintendo,0.88
Sports,2014.0,Sega,0.0
Sports,2014.0,Take-Two Interactive,10.29
Sports,2015.0,Electronic Arts,25.27
Sports,2015.0,Konami Digital Entertainment,1.5
Sports,2015.0,Nintendo,0.45
Sports,2015.0,Sega,0.0
Sports,2015.0,Take-Two Interactive,10.89
Sports,2016.0,Electronic Arts,10.76
Sports,2016.0,Konami Digital Entertainment,1.21
Sports,2016.0,Nintendo,0.0
Sports,2016.0,Sega,0.0
Sports,2016.0,Take-Two Interactive,1.93
Strategy,2007.0,Activision,0.0
Strategy,2007.0,Namco Bandai Games,0.64
Strategy,2007.0,Sega,0.39
Strategy,2007.0,Take-Two Interactive,0.2
Strategy,2007.0,Ubisoft,0.08
Strategy,2008.0,Activision,0.0
Strategy,2008.0,Namco Bandai Games,0.9
Strategy,2008.0,Sega,0.54
Strategy,2008.0,Take-Two Interactive,2.08
Strategy,2008.0,Ubisoft,2.6
Strategy,2009.0,Activision,0.0
Strategy,2009.0,Namco Bandai Games,1.05
Strategy,2009.0,Sega,1.49
Strategy,2009.0,Take-Two Interactive,0.13
Strategy,2009.0,Ubisoft,0.69
Strategy,2010.0,Activision,4.83
Strategy,2010.0,Namco Bandai Games,0.73
Strategy,2010.0,Sega,0.66
Strategy,2010.0,Take-Two Interactive,1.85
Strategy,2010.0,Ubisoft,1.91
Strategy,2011.0,Activision,0.09
Strategy,2011.0,Namco Bandai Games,0.86
Strategy,2011.0,Sega,0.59
Strategy,2011.0,Take-Two Interactive,0.1
Strategy,2011.0,Ubisoft,2.18
Strategy,2012.0,Activision,0.0
Strategy,2012.0,Namco Bandai Games,0.97
Strategy,2012.0,Sega,0.2
Strategy,2012.0,Take-Two Interactive,1.96
Strategy,2012.0,Ubisoft,0.0
Strategy,2013.0,Activision,3.57
Strategy,2013.0,Namco Bandai Games,0.12
Strategy,2013.0,Sega,0.76
Strategy,2013.0,Take-Two Interactive,0.0
Strategy,2013.0,Ubisoft,0.0
Strategy,2014.0,Activision,0.03
Strategy,2014.0,Namco Bandai Games,0.44
Strategy,2014.0,Sega,0.0
Strategy,2014.0,Take-Two Interactive,0.37
Strategy,2014.0,Ubisoft,0.0
Strategy,2015.0,Activision,0.51
Strategy,2015.0,Namco Bandai Games,0.0
Strategy,2015.0,Sega,0.23
Strategy,2015.0,Take-Two Interactive,0.06
Strategy,2015.0,Ubisoft,0.34
Strategy,2016.0,Activision,0.0
Strategy,2016.0,Namco Bandai Games,0.0
Strategy,2016.0,Sega,0.1
Strategy,2016.0,Take-Two Interactive,0.26
Strategy,2016.0,Ubisoft,0.0
